time (min),fem1,fem2,fem3,fem4,fem5,fem6,fem7,fem8,fem9,fem10,fem11,fem12,fem13,fem14
84,539.5027563025737,519.2134186344193,514.064399984782,512.4146259194412,494.5789502571588,515.0335140724842,465.529874142597,486.8082796458849,503.12592071666717,462.9269527418941,502.22076931400534,517.6865973305488,481.48763161803765,522.7971342322447
85,532.3391800761694,512.4543325095502,507.3267023189634,505.699082759171,488.003598487397,508.24485339081275,459.4435021713541,480.25518223298127,496.3540973087475,456.7104319375859,495.6863203903696,510.86491671641426,475.0289320369462,516.1723192952946
86,525.0978354520713,505.56334381693836,500.4869195896764,498.8636040513513,481.25980960915604,501.3193470023477,453.17379451011783,473.57672606430697,489.5059858742207,450.3430691968875,489.0550669938219,503.92275467267734,468.4977039793424,509.4054279582285
87,517.6218865296885,498.4567232932322,493.40306343601065,491.80224719213237,474.36248320128124,494.20045480199377,446.7014067819362,466.7177381730383,482.47016388292207,443.8324208855865,482.16642282186865,496.79405631853325,461.7607550886542,502.4262102117807
88,510.43347583917426,491.6529911759484,486.6298208829957,485.06024735038136,467.68811762677603,487.3592433327739,440.46647116306656,460.10845022024677,475.7334698673552,437.51686519222494,475.56850045951256,489.9572889245264,455.27028638146413,495.7468998561995
89,503.38771764692893,484.9774473808835,479.98499295311456,478.4734152305182,461.2201945280048,480.65900579689117,434.47171996101423,453.6742980753122,469.09242393148594,431.406907081067,469.1296939630717,483.26002471055796,448.9274720553673,489.2379917929041
90,496.17288963294965,478.10326403727134,473.13321904720607,471.6341108616459,454.5116797519068,473.74952753512684,428.23773784333224,447.0267291740896,462.28953739064235,425.13405296692974,462.45853419967625,476.3437183185861,442.404973327377,482.46492511029254
91,488.86628549589926,471.15943850866154,466.19377572772527,464.71271208859474,447.7314766080338,466.7666105256308,421.86213893392886,440.31889209526236,455.42966353471496,418.7364157011301,455.70999179758013,469.41216578652865,435.7842307978328,475.598751967573
92,481.99831001688557,464.7028744159679,459.7307954160627,458.3113043917731,441.4716850667112,460.2886731794171,416.08901704282437,434.0893790791669,448.9592609267609,412.81388960510964,449.45171759758585,462.8809904087731,429.6711709922472,469.27396615675354
93,474.9783578923077,458.00812148375593,453.08462126069855,451.6498479051951,434.9802065781338,453.6094194230281,409.9884892623976,427.6301952627155,442.33501475480483,406.6765259565074,442.9874812812983,456.1820701278494,423.3495679124825,462.70319637947813
94,467.9378855373897,451.2886726070827,446.40336215189325,444.98024787050946,428.43593665847044,446.88816611925085,403.86150194792765,421.177650534748,435.74369778078005,400.51633136112014,436.509002198414,449.4319468372608,416.99291769919324,456.0889719640844
95,461.2668899518324,445.0343377238804,440.1651020968051,438.8207870599251,422.38458974396104,440.6047788825476,398.2725951616289,415.15476629754573,429.4961494216333,394.7904405848759,430.48545124629135,443.1626155286059,411.05177123049145,449.95220827917547
96,454.4260094149235,438.540425273444,433.6948448407993,432.33972886228963,416.0789780679515,434.0827956396104,392.3452290582318,408.8632882181007,423.066575823352,388.8580317211834,424.1730316210875,436.64864995243585,404.86502861877193,443.5510221031766
97,447.55834492403847,431.9776233043751,427.19937595637305,425.8414023269554,409.7442147785399,427.52309813532804,386.3853462332857,402.55962825848536,416.61835974602513,382.86202526728977,417.8275766559881,430.1091356194566,398.68572267327215,437.109544535877
98,440.99450552423093,425.7637812066381,420.9531752986537,419.66129688952697,403.7214656360016,421.27266522223834,380.82915794202756,396.58968531116614,410.44725248635643,377.1185385183516,411.7949318029162,423.82230004348736,392.795899399671,430.97791756044495
99,434.25014548114785,419.3333083555046,414.5343377747531,413.31024032591876,397.490798792157,414.8801617344032,375.0218086715455,390.4471223700626,404.133074935102,371.27366319319697,405.56943787775407,417.4041407319598,386.7558605396844,424.6745624756323
100,427.8743579504,413.2806835895663,408.525356167076,407.32047552043116,391.62991749602037,408.80657373998656,369.5853673560748,384.62947944527843,398.1325807213371,365.75114231786614,399.7395763874447,411.3110256152586,381.05229893657713,418.7126754242827
101,421.23491122699295,407.0173675653805,402.26134385472017,401.10195408265173,385.5563070369921,402.5233399117824,363.89362159201113,378.613446820548,391.9428164838394,360.0059146646174,393.6717637084432,405.0470732430393,375.11062277380944,412.52541037793884
102,414.64493207640595,400.7316084155778,395.9822219586249,394.8422080476927,379.45730114855655,396.23874346521893,358.1721871450407,372.58002725367874,385.78713243694915,354.2614233163438,387.5795520546689,398.7869259826463,369.1738665667795,406.3400869690584
103,408.47652568600483,394.93228135282044,390.1813530756967,389.06678836149536,373.8739228487869,390.3942956408847,353.0046988205965,366.9715235631675,379.9902631399362,349.00008776922016,381.94251699262423,392.92185413354315,363.6639930213818,400.6089513640265
104,402.0050238311065,388.74695548628335,384.02143014864083,382.94376406259744,367.8909920815275,384.2130656284107,347.36152552891525,361.0765520055402,373.9009177335078,343.33634705534104,375.96472319698154,386.76788445264094,357.84292241584296,394.5226849058969
105,395.9230203482159,382.9991270957344,378.2749831570563,377.2802565342626,362.3934933137638,378.5049224365967,342.2641105165758,355.58867317682336,368.2162721194169,338.1244105343398,370.43586484984536,381.00615551595314,352.4445630434735,388.8867579771201
106,389.4883386427872,376.8487340679997,372.1476307017437,371.1790483784664,356.43172665500475,372.3890203150753,336.68953607512594,349.71782566009495,362.1953571149239,332.53709904346766,364.4682320053575,374.85851873795025,346.6420397507593,382.80033869663896
107,383.43970335523835,371.14182409593644,366.4601754171908,365.5061324800752,350.9363286125297,366.682922933867,331.5659042790001,344.2503775245716,356.5202525793623,327.31216862121477,358.927273566279,369.15260032681977,341.2183584068963,377.15211023577774
108,377.4870833607822,365.49324058870286,360.8216006073574,359.90897452134953,345.4589433990283,361.00420504465063,326.44747504089315,338.83001348681614,350.96908214753984,322.21091317288557,353.4467396722935,363.46097798182564,335.9073997102084,371.5762558984467
109,371.218026538885,359.4859343258584,354.80730650167675,353.93673381826363,339.66470879809606,355.00859840894515,320.9881193521113,333.1142326391379,345.1150180033131,316.70616521996374,347.62656870422563,357.49379167977,330.2710070401051,365.67273394235474
110,365.4622458489579,354.0745590619688,349.3958171189645,348.59473585093497,334.46982613855016,349.5782196684217,316.18625170416726,327.9624508445158,339.7575470914208,311.79154820140536,342.404506154471,352.0246367208794,325.18305421635927,360.32539273881616
111,359.249710184732,348.13779391173256,343.45165306579264,342.67166678826,328.7565541315937,343.64217528240243,310.7742287570632,322.296720253574,333.9533018304703,306.37512816337943,336.62619682174676,346.129978314464,319.61079464182353,354.43162849843947
112,353.7626909019129,342.9643698605995,338.316961512528,337.6015542134125,323.80868305400514,338.49826480858644,306.25443980833256,317.37522030727627,328.84001593595275,301.71044606910334,331.66066117764353,340.95407357527944,314.77555536322586,349.3399507323951
113,347.80909929495454,337.26516374586754,332.61830673190093,331.93102820138716,318.3225108192883,332.8416129125299,301.04015161242484,311.9498908814151,323.2747718362427,296.5318620390022,326.1188693475252,335.30452765269763,309.4160723450439,343.7261238692808
114,342.42245831555755,332.1604428818566,327.54716444025763,326.90928513340504,313.42769621500884,327.7600953883641,296.52442026831073,307.0712867045146,318.221261353022,291.9300209606215,321.20448534199863,330.164095763472,304.59013655749175,338.6646529023422
115,336.41824447846454,326.4870642218771,321.83847001638,321.2622058552026,307.94384195165287,322.08536356452606,291.3312423660757,301.67419923322615,312.6635956047485,286.7407468509675,315.67033477475877,324.51077167636635,299.2628280355659,333.0683657499474
116,331.26898164118734,321.59786108102037,316.99265926011935,316.42771207854986,303.2711024606139,317.20796950996555,287.0739066027645,297.0433121906099,307.85334226636576,282.36302313434027,310.9874042408874,319.5731786725919,294.6942224850444,328.22879965668807
117,325.3133392703851,315.91283937775484,311.27161890731196,310.756488319059,297.80165320501925,311.5278942379506,281.8213944843846,291.61995298705534,302.31406470655753,277.1301464504434,305.4406339769912,313.93144850030654,289.35821731448686,322.6018177145144
118,320.231250923155,311.1194210446164,306.53968556329113,306.05551651897656,293.26373892075554,306.75017360702884,277.6426073073479,287.08015544046617,297.55323590348627,272.8100216164922,300.8162868522881,309.11702307100853,284.90969529691006,317.85620324214943
119,314.43497817975816,305.565788882615,300.9627205474566,300.51528696662564,287.9178506235334,301.2282746133598,272.5516210230638,281.8323054554573,292.1811831924114,267.7345249171821,295.39166281408444,303.60332902195137,279.7066864422437,312.37980461114034
120,309.4015850569304,300.79598760254504,296.2046716936807,295.841463709056,283.3839263217447,296.4824259149811,268.33177874674243,277.3445436919541,287.4966222154042,263.50326416456124,290.8344916930046,298.83816228247605,275.21741824900255,307.64104306858565
121,304.00686481121187,295.6471436232917,291.0521262872759,290.74370939907095,278.40992340793645,291.35381139183124,263.6765430242763,272.4322588051213,282.46713375826454,258.82541527773105,285.83970505727416,293.74808043141013,270.3824426323803,302.57792487471943
